tweet_id,timestamp,rating_numerator,rating_denominator,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,favorite_count,retweet_count,lang
887343217045368832,2017-07-18 16:08:03,13,10,Mexican_hairless,0.330741,True,Sea_lion,0.275645,False,Weimaraner,0.134203,True,32709,10063,en
887101392804085760,2017-07-18 00:07:08,12,10,Samoyed,0.733942,True,Eskimo_dog,0.0350295,True,Staffordshire_bullterrier,0.029704700000000007,True,29695,5752,en
886983233522544640,2017-07-17 16:17:36,13,10,Chihuahua,0.793469,True,Toy_terrier,0.143528,True,Can_opener,0.0322529,False,34110,7491,en
886736880519319552,2017-07-16 23:58:41,13,10,Kuvasz,0.309706,True,Great_pyrenees,0.186136,True,Dandie_dinmont,0.08634630000000001,True,11691,3149,en
886680336477933568,2017-07-16 20:14:00,13,10,Convertible,0.738995,False,Sports_car,0.139952,False,Car_wheel,0.0441727,False,21804,4309,en
886366144734445568,2017-07-15 23:25:31,12,10,French_bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston_bull,7.55616e-05,True,20569,3087,en
886258384151887873,2017-07-15 16:17:19,13,10,Pug,0.943575,True,Shower_cap,0.0252856,False,Siamese_cat,0.00284892,False,27197,6090,en
885984800019947520,2017-07-14 22:10:11,12,10,Blenheim_spaniel,0.972494,True,Shih-tzu,0.00663012,True,Bernese_mountain_dog,0.00623915,True,31661,6544,en
885528943205470208,2017-07-13 15:58:47,13,10,Pug,0.369275,True,Labrador_retriever,0.265835,True,Kuvasz,0.134697,True,34945,6207,en
885311592912609280,2017-07-13 01:35:06,13,10,Labrador_retriever,0.908703,True,Seat_belt,0.0570909,False,Pug,0.0119335,True,0,17911,en
885167619883638784,2017-07-12 16:03:00,13,10,Malamute,0.8124819999999999,True,Siberian_husky,0.0717125,True,Eskimo_dog,0.0557697,True,21287,4230,en
884925521741709313,2017-07-12 00:01:00,12,10,Italian_greyhound,0.259916,True,American_staffordshire_terrier,0.198451,True,Staffordshire_bullterrier,0.127725,True,75064,17607,en
884876753390489601,2017-07-11 20:47:12,13,10,Chow,0.822103,True,Norwich_terrier,0.106075,True,Norfolk_terrier,0.0373485,True,27106,5425,en
884562892145688576,2017-07-11 00:00:02,13,10,Pug,0.5464060000000001,True,French_bulldog,0.404291,True,Brabancon_griffon,0.0440019,True,23592,4523,en
884441805382717440,2017-07-10 15:58:53,14,10,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True,26229,5475,en
884162670584377345,2017-07-09 21:29:42,12,10,German_shepherd,0.707046,True,Malinois,0.199396,True,Norwegian_elkhound,0.0491476,True,19780,2879,en
883838122936631299,2017-07-09 00:00:04,12,10,Doberman,0.610946,True,Miniature_pinscher,0.299603,True,Kelpie,0.0630203,True,21259,3330,en
883482846933004288,2017-07-08 00:28:19,5,10,Golden_retriever,0.943082,True,Labrador_retriever,0.032409,True,Kuvasz,0.00550072,True,44597,9583,en
883360690899218434,2017-07-07 16:22:55,13,10,Chow,0.987997,True,Tibetan_mastiff,0.00709872,True,Newfoundland,0.00214033,True,22036,3582,en
883117836046086144,2017-07-07 00:17:54,13,10,Golden_retriever,0.949562,True,Labrador_retriever,0.045947900000000014,True,Kuvasz,0.00247094,True,36091,6440,en
882992080364220416,2017-07-06 15:58:11,13,10,Eskimo_dog,0.466778,True,Siberian_husky,0.406044,True,Dingo,0.07341439999999999,False,23245,3790,en
882762694511734784,2017-07-06 00:46:41,12,10,Labrador_retriever,0.85005,True,Chesapeake_bay_retriever,0.074257,True,Flat-coated_retriever,0.015579399999999997,True,27480,4727,en
882627270321602560,2017-07-05 15:48:34,13,10,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True,27137,5885,en
882268110199369728,2017-07-04 16:01:23,13,10,Golden_retriever,0.762211,True,Labrador_retriever,0.0989849,True,Cocker_spaniel,0.0171995,True,43647,11211,en
882045870035918850,2017-07-04 01:18:17,13,10,Web_site,0.949591,False,Dhole,0.0173258,False,Golden_retriever,0.00694063,True,28512,4790,en
881906580714921986,2017-07-03 16:04:48,12,10,Weimaraner,0.291539,True,Chesapeake_bay_retriever,0.278966,True,Koala,0.12701700000000002,False,23625,3284,en
881666595344535552,2017-07-03 00:11:11,13,10,Saluki,0.529012,True,Afghan_hound,0.25000300000000003,True,Golden_retriever,0.16073900000000002,True,49163,10330,en
881536004380872706,2017-07-02 15:32:16,14,10,Samoyed,0.281463,True,Angora,0.272066,False,Persian_cat,0.114854,False,48020,15435,en
881268444196462592,2017-07-01 21:49:04,12,10,Tusker,0.473303,False,Indian_elephant,0.245646,False,Ibex,0.0556607,False,22475,5019,en
880935762899988482,2017-06-30 23:47:07,13,10,Street_sign,0.251801,False,Umbrella,0.115123,False,Traffic_light,0.0695338,False,16576,2694,en
880872448815771648,2017-06-30 19:35:32,12,10,Pembroke,0.791416,True,Norwich_terrier,0.0613929,True,Chihuahua,0.0337257,True,20668,3698,en
880465832366813184,2017-06-29 16:39:47,12,10,Golden_retriever,0.913255,True,Labrador_retriever,0.0263286,True,Cocker_spaniel,0.00937082,True,27722,6065,en
880221127280381952,2017-06-29 00:27:25,12,10,Chihuahua,0.238525,True,Meerkat,0.104256,False,Clumber,0.0525803,True,26267,4077,en
880095782870896641,2017-06-28 16:09:20,11,10,Miniature_pinscher,0.120298,True,Rhodesian_ridgeback,0.106395,True,Beagle,0.106073,True,26840,4198,en
879862464715927552,2017-06-28 00:42:13,13,10,Basset,0.813507,True,Beagle,0.146654,True,Cocker_spaniel,0.00948502,True,21711,3382,en
879492040517615616,2017-06-27 00:10:17,12,10,German_short-haired_pointer,0.479896,True,Vizsla,0.124353,True,Bath_towel,0.0733202,False,22782,3076,en
879415818425184262,2017-06-26 19:07:24,13,10,English_springer,0.383404,True,Boston_bull,0.134967,True,Cardigan,0.110481,True,102881,42842,en
879376492567855104,2017-06-26 16:31:08,12,10,Tricycle,0.663601,False,Labrador_retriever,0.0334961,True,Pembroke,0.0188266,True,16339,3014,en
879050749262655488,2017-06-25 18:56:45,11,10,Tabby,0.311861,False,Window_screen,0.169123,False,Egyptian_cat,0.132932,False,21904,4552,en
879008229531029506,2017-06-25 16:07:47,13,10,Vizsla,0.960513,True,Miniature_pinscher,0.00943065,True,American_staffordshire_terrier,0.0087113,True,18449,2610,en
878776093423087618,2017-06-25 00:45:22,13,10,Italian_greyhound,0.734684,True,Whippet,0.15048699999999998,True,Ibizan_hound,0.0397246,True,18872,3996,en
878281511006478336,2017-06-23 16:00:04,13,10,Basset,0.32042,True,Collie,0.215975,True,Appenzeller,0.12850699999999998,True,7523,1247,en
878057613040115712,2017-06-23 01:10:23,14,10,French_bulldog,0.839097,True,Boston_bull,0.07879939999999999,True,Toy_terrier,0.0152434,True,40902,6592,en
877736472329191424,2017-06-22 03:54:17,13,10,Chesapeake_bay_retriever,0.8379559999999999,True,Labrador_retriever,0.0620342,True,Weimaraner,0.0405991,True,77435,18487,en
877611172832227328,2017-06-21 19:36:23,14,10,Irish_setter,0.364729,True,Golden_retriever,0.202907,True,Irish_terrier,0.107473,True,0,78,en
877556246731214848,2017-06-21 15:58:08,12,10,Basset,0.995368,True,Welsh_springer_spaniel,0.00193621,True,Bathtub,0.000467919,False,22108,3687,en
877316821321428993,2017-06-21 00:06:44,13,10,Saluki,0.5099670000000001,True,Italian_greyhound,0.0904973,True,Golden_retriever,0.0794058,True,26647,5038,en
877201837425926144,2017-06-20 16:29:50,12,10,Pembroke,0.93112,True,Cardigan,0.0686982,True,Basenji,8.17379e-05,True,26393,5418,en
876838120628539392,2017-06-19 16:24:33,12,10,Bloodhound,0.575751,True,Redbone,0.24097,True,Tibetan_mastiff,0.08893480000000001,True,20127,3237,en
876484053909872640,2017-06-18 16:57:37,13,10,Golden_retriever,0.874566,True,Irish_terrier,0.0373542,True,Chow,0.016723599999999998,True,18266,2316,en
876120275196170240,2017-06-17 16:52:05,13,10,Bernese_mountain_dog,0.534327,True,Saint_bernard,0.346312,True,Greater_swiss_mountain_dog,0.0949327,True,27199,4537,en
875747767867523072,2017-06-16 16:11:53,13,10,Labrador_retriever,0.799551,True,Chesapeake_bay_retriever,0.179975,True,Vizsla,0.0046176,True,24512,4160,en
875144289856114688,2017-06-15 00:13:52,13,10,Siberian_husky,0.245048,True,Pembroke,0.223716,True,Dingo,0.160753,False,21351,4796,en
875021211251597312,2017-06-14 16:04:48,12,10,West_highland_white_terrier,0.7143189999999999,True,Siberian_husky,0.0919133,True,Great_pyrenees,0.0460382,True,24816,4593,en
874680097055178752,2017-06-13 17:29:20,12,10,Labrador_retriever,0.836052,True,Staffordshire_bullterrier,0.0470691,True,Beagle,0.0360071,True,27113,4516,en
874296783580663808,2017-06-12 16:06:11,13,10,Cocker_spaniel,0.437216,True,Miniature_poodle,0.277191,True,Toy_poodle,0.157402,True,25404,3998,en
874057562936811520,2017-06-12 00:15:36,12,10,Flat-coated_retriever,0.8321770000000001,True,Black-and-tan_coonhound,0.040436900000000005,True,Newfoundland,0.0282283,True,22128,3844,en
874012996292530176,2017-06-11 21:18:31,13,10,Cardigan,0.806674,True,Pembroke,0.116622,True,Kelpie,0.0491819,True,33629,10124,en
873580283840344065,2017-06-10 16:39:04,13,10,Newfoundland,0.678537,True,Tibetan_mastiff,0.244022,True,Chow,0.0485295,True,23602,3833,en
873213775632977920,2017-06-09 16:22:42,12,10,Vizsla,0.6197819999999999,True,Bloodhound,0.338069,True,Chesapeake_bay_retriever,0.0126763,True,7045,1545,en
872967104147763200,2017-06-09 00:02:31,12,10,Labrador_retriever,0.476913,True,Chesapeake_bay_retriever,0.174145,True,German_short-haired_pointer,0.0928614,True,26647,5279,en
872820683541237760,2017-06-08 14:20:41,13,10,Pug,0.99912,True,French_bulldog,0.00055192,True,Bull_mastiff,7.28904e-05,True,14375,3612,en
872620804844003328,2017-06-08 01:06:27,13,10,Cocker_spaniel,0.513191,True,Sussex_spaniel,0.159088,True,Standard_poodle,0.149509,True,20285,3596,en
872486979161796608,2017-06-07 16:14:40,12,10,Pembroke,0.931861,True,Cardigan,0.0377212,True,Chihuahua,0.0119667,True,39742,8813,en
872122724285648897,2017-06-06 16:07:15,12,10,Basketball,0.808396,False,Pug,0.06673630000000001,True,Dalmatian,0.0545698,True,33581,7945,en
871879754684805121,2017-06-06 00:01:46,13,10,Shetland_sheepdog,0.969171,True,Collie,0.0182607,True,Pomeranian,0.00851534,True,37043,10901,en
871762521631449091,2017-06-05 16:15:56,12,10,Labrador_retriever,0.921393,True,Golden_retriever,0.064608,True,Bloodhound,0.00338337,True,19812,3406,en
871515927908634625,2017-06-04 23:56:03,12,10,Komondor,0.974781,True,Briard,0.0200413,True,Swab,0.00322824,False,19746,3382,en
871032628920680449,2017-06-03 15:55:36,13,10,Kelpie,0.3980530000000001,True,Macaque,0.0689549,False,Dingo,0.0506018,False,22196,3740,en
870804317367881728,2017-06-03 00:48:22,11,10,Home_theater,0.16829000000000002,False,Sandbar,0.0980404,False,Television,0.07972939999999999,False,32922,6074,en
870656317836468226,2017-06-02 15:00:16,13,10,Pembroke,0.945495,True,Cardigan,0.0458755,True,Beagle,0.00432943,True,12142,2595,en
870374049280663552,2017-06-01 20:18:38,13,10,Golden_retriever,0.841001,True,Great_pyrenees,0.0992784,True,Labrador_retriever,0.0326213,True,81071,25760,en
870308999962521604,2017-06-01 16:00:09,13,10,Greater_swiss_mountain_dog,0.6227520000000001,True,Appenzeller,0.15846300000000002,True,Entlebucher,0.148115,True,21413,4079,en
870063196459192321,2017-05-31 23:43:25,14,10,Comic_book,0.534409,False,Envelope,0.280722,False,Book_jacket,0.043785500000000005,False,35892,8192,en
869772420881756160,2017-05-31 04:27:59,13,10,Pembroke,0.980148,True,Cardigan,0.0192711,True,Malamute,0.00013626,True,41625,9865,en
869702957897576449,2017-05-30 23:51:58,13,10,Pembroke,0.993449,True,Cardigan,0.00632508,True,Chihuahua,0.000177598,True,27710,6241,en
869596645499047938,2017-05-30 16:49:31,12,10,Chihuahua,0.955156,True,Toy_terrier,0.00805373,True,Muzzle,0.00629563,False,15695,3084,en
869227993411051520,2017-05-29 16:24:37,13,10,Pembroke,0.664181,True,Chihuahua,0.169234,True,Cardigan,0.1327,True,20099,3738,en
868880397819494401,2017-05-28 17:23:24,14,10,Laptop,0.153718,False,French_bulldog,0.0999839,True,Printer,0.0771299,False,64418,14268,en
868622495443632128,2017-05-28 00:18:35,13,10,Labrador_retriever,0.868107,True,Great_pyrenees,0.060973,True,Saint_bernard,0.0334889,True,26258,5223,en
868552278524837888,2017-05-27 19:39:34,12,10,Whippet,0.378151,True,Italian_greyhound,0.275935,True,American_staffordshire_terrier,0.0949906,True,9952,2055,en
867900495410671616,2017-05-26 00:29:37,12,10,Labrador_retriever,0.522644,True,Kuvasz,0.332461,True,Dalmatian,0.0320081,True,23808,4124,en
867774946302451713,2017-05-25 16:10:44,13,10,Border_collie,0.661953,True,Cardigan,0.175718,True,Collie,0.0871424,True,33444,7260,en
867421006826221569,2017-05-24 16:44:18,12,10,Eskimo_dog,0.6164569999999999,True,Siberian_husky,0.38133,True,Malamute,0.00167022,True,15874,2468,en
867072653475098625,2017-05-23 17:40:04,13,10,Blenheim_spaniel,0.352946,True,Papillon,0.211766,True,Pekinese,0.112952,True,0,119,en
867051520902168576,2017-05-23 16:16:06,13,10,Samoyed,0.471403,True,Pekinese,0.302219,True,Pomeranian,0.156606,True,31764,7778,en
866686824827068416,2017-05-22 16:06:55,12,10,Flat-coated_retriever,0.51473,True,Groenendael,0.30640700000000004,True,Curly-coated_retriever,0.0613141,True,19004,3446,en
866450705531457537,2017-05-22 00:28:40,13,10,French_bulldog,0.905334,True,Boston_bull,0.0780597,True,Pug,0.00177092,True,120576,34982,en
866334964761202691,2017-05-21 16:48:45,12,10,Samoyed,0.984086,True,Pomeranian,0.00791928,True,Keeshond,0.00332813,True,51816,14298,en
865718153858494464,2017-05-19 23:57:46,13,10,Golden_retriever,0.673664,True,Kuvasz,0.157523,True,Labrador_retriever,0.126073,True,25310,5574,en
865359393868664832,2017-05-19 00:12:11,13,10,Chesapeake_bay_retriever,0.832435,True,Labrador_retriever,0.163551,True,Weimaraner,0.00277025,True,26143,4966,en
865006731092295680,2017-05-18 00:50:50,13,10,Pembroke,0.989882,True,Cardigan,0.00990646,True,Basenji,0.000134952,True,27674,7636,en
864873206498414592,2017-05-17 16:00:15,14,10,Pole,0.478616,False,Lakeside,0.114182,False,Wreck,0.0559265,False,31896,8658,en
864279568663928832,2017-05-16 00:41:21,12,10,Bull_mastiff,0.668613,True,French_bulldog,0.180562,True,Staffordshire_bullterrier,0.0522374,True,14448,3004,en
864197398364647424,2017-05-15 19:14:50,13,10,Golden_retriever,0.945905,True,Labrador_retriever,0.0212636,True,Tibetan_mastiff,0.0204928,True,29792,8878,en
863907417377173506,2017-05-15 00:02:33,13,10,Marmot,0.35882800000000004,False,Meerkat,0.174703,False,Weasel,0.123485,False,20406,4117,en
863553081350529029,2017-05-14 00:34:33,13,10,Eskimo_dog,0.41333,True,Malamute,0.347646,True,Siberian_husky,0.149536,True,15152,4163,en
863432100342583297,2017-05-13 16:33:49,12,10,Staffordshire_bullterrier,0.690517,True,French_bulldog,0.10336,True,Beagle,0.07948939999999999,True,23583,5214,en
863079547188785154,2017-05-12 17:12:53,14,10,Lakeland_terrier,0.275242,True,Airedale,0.190569,True,Teddy,0.102595,False,8689,1098,en
863062471531167744,2017-05-12 16:05:02,13,10,French_bulldog,0.935804,True,Pug,0.0595762,True,Boxer,0.00141218,True,8428,2434,en
862831371563274240,2017-05-12 00:46:44,13,10,Australian_terrier,0.207281,True,Irish_terrier,0.156296,True,German_shepherd,0.123536,True,19009,5095,en
862722525377298433,2017-05-11 17:34:13,11,10,Basset,0.39333,True,Beagle,0.24203400000000005,True,Boxer,0.0776925,True,16917,3517,en
862457590147678208,2017-05-11 00:01:27,13,10,Home_theater,0.496348,False,Studio_couch,0.167256,False,Barber_chair,0.052625,False,20332,4949,en
862096992088072192,2017-05-10 00:08:34,13,10,Chow,0.677589,True,Pomeranian,0.270648,True,Pekinese,0.0381099,True,73822,23220,en
861383897657036800,2017-05-08 00:54:59,13,10,Cardigan,0.771008,True,Pembroke,0.137174,True,French_bulldog,0.0633086,True,35875,10695,en
861288531465048066,2017-05-07 18:36:02,13,10,Syringe,0.14471199999999998,False,Oxygen_mask,0.106684,False,Bouvier_des_flandres,0.0826102,True,17067,4160,en
861005113778896900,2017-05-06 23:49:50,12,10,German_shepherd,0.507951,True,Pembroke,0.136113,True,Muzzle,0.07576419999999999,False,16595,3799,en
860924035999428608,2017-05-06 18:27:40,13,10,Envelope,0.933016,False,Oscilloscope,0.0125914,False,Paper_towel,0.0111785,False,0,818,en
860563773140209665,2017-05-05 18:36:06,13,10,Cardigan,0.583936,True,Pembroke,0.0559794,True,Beagle,0.0458957,True,7465,2163,en
860524505164394496,2017-05-05 16:00:04,13,10,Bedlington_terrier,0.286558,True,Toy_poodle,0.235193,True,Lakeland_terrier,0.08795069999999999,True,23495,5295,en
860276583193509888,2017-05-04 23:34:55,12,10,Lakeside,0.312299,False,Dock,0.159842,False,Canoe,0.07079450000000001,False,18226,3483,en
860184849394610176,2017-05-04 17:30:24,14,10,Chimpanzee,0.267612,False,Gorilla,0.104293,False,Orangutan,0.0599075,False,16598,5874,en
859924526012018688,2017-05-04 00:15:58,12,10,French_bulldog,0.254587,True,Staffordshire_bullterrier,0.192558,True,Hog,0.10027,False,19471,4097,en
859851578198683649,2017-05-03 19:26:06,13,10,Labrador_retriever,0.899086,True,Golden_retriever,0.0470908,True,Kuvasz,0.0232063,True,15354,3525,en
859607811541651456,2017-05-03 03:17:27,13,10,Golden_retriever,0.8955290000000001,True,Irish_setter,0.0240993,True,Labrador_retriever,0.0192854,True,18526,1579,en
859196978902773760,2017-05-02 00:04:57,12,10,Angora,0.224218,False,Malamute,0.216163,True,Persian_cat,0.128383,False,89552,30353,en
859074603037188101,2017-05-01 15:58:40,13,10,Revolver,0.190292,False,Projectile,0.149064,False,Fountain,0.0660466,False,33774,13700,en
858843525470990336,2017-05-01 00:40:27,13,10,Golden_retriever,0.57812,True,Labrador_retriever,0.286059,True,Bloodhound,0.0269173,True,15515,3509,en
858471635011153920,2017-04-30 00:02:42,13,10,Pembroke,0.987407,True,Cardigan,0.00872303,True,Basenji,0.00342373,True,21481,4869,en
858107933456039936,2017-04-28 23:57:28,12,10,Golden_retriever,0.863874,True,Labrador_retriever,0.01592,True,Doormat,0.0106153,False,15701,2920,en
857989990357356544,2017-04-28 16:08:49,12,10,French_bulldog,0.43258,True,English_springer,0.325898,True,Lakeland_terrier,0.0426179,True,16121,2605,en
857746408056729600,2017-04-28 00:00:54,13,10,Labrador_retriever,0.919832,True,Beagle,0.043513,True,Golden_retriever,0.0233588,True,34243,10741,en
857393404942143489,2017-04-27 00:38:11,13,10,Malamute,0.8415969999999999,True,Siberian_husky,0.0736435,True,Eskimo_dog,0.0721286,True,5901,1661,en
857263160327368704,2017-04-26 16:00:39,13,10,Samoyed,0.998021,True,Pomeranian,0.000921636,True,Keeshond,0.000311261,True,20040,4559,en
857029823797047296,2017-04-26 00:33:27,12,10,Golden_retriever,0.968623,True,Labrador_retriever,0.0103252,True,Saluki,0.00414842,True,18957,4053,en
856543823941562368,2017-04-24 16:22:16,12,10,Boston_bull,0.30691,True,Siamese_cat,0.191218,False,Chihuahua,0.189288,True,16291,2923,en
856526610513747968,2017-04-24 15:13:52,14,10,Old_english_sheepdog,0.798481,True,Tibetan_terrier,0.0606024,True,Standard_poodle,0.0407219,True,11869,1911,en
856282028240666624,2017-04-23 23:01:59,14,10,Chihuahua,0.8765430000000001,True,Italian_greyhound,0.032961800000000006,True,Cardigan,0.0207759,True,27808,6425,en
855851453814013952,2017-04-22 18:31:02,13,10,Flat-coated_retriever,0.321676,True,Labrador_retriever,0.115138,True,Groenendael,0.0960997,True,45736,18048,en
855459453768019968,2017-04-21 16:33:22,12,10,Blenheim_spaniel,0.389513,True,Pekinese,0.18822,True,Japanese_spaniel,0.0826282,True,30057,8356,en
854732716440526848,2017-04-19 16:25:34,12,10,Pembroke,0.6955479999999999,True,Cardigan,0.0589017,True,Chow,0.0284106,True,23008,6232,en
854482394044301312,2017-04-18 23:50:52,13,10,Chihuahua,0.26024200000000003,True,Toy_poodle,0.189158,True,Labrador_retriever,0.14419500000000002,True,29540,7017,en
854365224396361728,2017-04-18 16:05:17,13,10,Pembroke,0.90708,True,Cardigan,0.086272,True,Chihuahua,0.00141323,True,19057,4792,en
854120357044912130,2017-04-17 23:52:16,14,10,Black-and-tan_coonhound,0.8548610000000001,True,Doberman,0.0507918,True,Bluetick,0.0217617,True,32280,7657,en
854010172552949760,2017-04-17 16:34:26,11,10,English_springer,0.354733,True,Collie,0.177538,True,Border_collie,0.131706,True,16336,3224,en
853760880890318849,2017-04-17 00:03:50,12,10,Miniature_pinscher,0.29251900000000003,True,Chihuahua,0.120946,True,Rottweiler,0.11949,True,28904,5927,en
853639147608842240,2017-04-16 16:00:07,13,10,German_shepherd,0.509879,True,Malinois,0.237311,True,Kelpie,0.0469162,True,35202,10398,en
853299958564483072,2017-04-15 17:32:18,13,10,Grille,0.65228,False,Beach_wagon,0.112846,False,Convertible,0.0862523,False,15705,3657,en
852912242202992640,2017-04-14 15:51:39,12,10,Great_dane,0.7837649999999999,True,Rhodesian_ridgeback,0.114147,True,English_foxhound,0.0464395,True,9174,1888,en
852672615818899456,2017-04-13 23:59:28,12,10,Golden_retriever,0.7112350000000001,True,Otterhound,0.0682347,True,Sussex_spaniel,0.0465617,True,15128,2215,en
852553447878664193,2017-04-13 16:05:56,13,10,Bloodhound,0.186498,True,Brabancon_griffon,0.13902799999999998,True,Rottweiler,0.12594,True,16562,3615,en
852311364735569921,2017-04-13 00:03:59,13,10,Barbell,0.971581,False,Dumbbell,0.028417900000000006,False,Go-kart,5.59504e-07,False,33586,10179,en
852226086759018497,2017-04-12 18:25:07,14,10,Prison,0.352793,False,Dishwasher,0.110723,False,File,0.094112,False,20301,6998,en
852189679701164033,2017-04-12 16:00:27,12,10,Barrow,0.42315,False,Bernese_mountain_dog,0.415374,True,Entlebucher,0.0673454,True,11633,1632,en
851953902622658560,2017-04-12 00:23:33,13,10,Staffordshire_bullterrier,0.757547,True,American_staffordshire_terrier,0.14995,True,Chesapeake_bay_retriever,0.0475227,True,0,9938,en
851861385021730816,2017-04-11 18:15:55,10,10,Pencil_box,0.662183,False,Purse,0.0665055,False,Pillow,0.0447253,False,0,23,en
851591660324737024,2017-04-11 00:24:08,11,10,Cardigan,0.394507,True,Chihuahua,0.077254,True,French_bulldog,0.07655880000000001,True,16484,3579,en
851464819735769094,2017-04-10 16:00:07,14,10,Web_site,0.919649,False,Menu,0.0263061,False,Crossword_puzzle,0.00348151,False,24670,7312,en
851224888060895234,2017-04-10 00:06:42,13,10,Car_mirror,0.971512,False,Seat_belt,0.00706346,False,Standard_poodle,0.00568265,True,21040,5915,en
850753642995093505,2017-04-08 16:54:09,11,10,Pug,0.996952,True,Bull_mastiff,0.000995901,True,French_bulldog,0.00088338,True,31520,9580,en
850380195714523136,2017-04-07 16:10:12,13,10,Yorkshire_terrier,0.249012,True,Maltese_dog,0.166364,True,Shih-tzu,0.142254,True,13313,2710,en
850145622816686080,2017-04-07 00:38:06,11,10,Tennis_ball,0.7147979999999999,False,Kelpie,0.10539,True,Malinois,0.058552699999999985,True,16637,3949,en
850019790995546112,2017-04-06 16:18:05,12,10,Shetland_sheepdog,0.759907,True,Collie,0.107405,True,Pembroke,0.052335300000000015,True,20848,5063,en
849776966551130114,2017-04-06 00:13:11,12,10,Chihuahua,0.292092,True,Toy_terrier,0.136852,True,Bonnet,0.103111,False,31094,7878,en
849412302885593088,2017-04-05 00:04:08,12,10,Schipperke,0.907559,True,Crossword_puzzle,0.017933900000000003,False,Chihuahua,0.016190700000000002,True,16208,3259,en
849336543269576704,2017-04-04 19:03:06,11,10,Patio,0.521788,False,Prison,0.149544,False,Restaurant,0.0271526,False,11652,1961,en
